,Date,Year,Month,Day,Address,State,County,City,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,Latitude,Longitude
0,2021-11-06,2021,11,6,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.016353,0.03,11,28,0.5875,1.1,1,13.0,0.957143,1.3,2,,16.979167,29.9,22,27,39.991389,-75.080833
1,2021-11-06,2021,11,6,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.016353,0.03,11,28,0.5875,1.1,1,13.0,0.926087,1.6,0,1.0,16.979167,29.9,22,27,39.991389,-75.080833
2,2021-11-06,2021,11,6,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.016353,0.03,11,28,0.534783,1.1,23,7.388888888888889,0.957143,1.3,2,,16.979167,29.9,22,27,39.991389,-75.080833
3,2021-11-06,2021,11,6,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.016353,0.03,11,28,0.534783,1.1,23,7.388888888888889,0.926087,1.6,0,1.0,16.979167,29.9,22,27,39.991389,-75.080833
4,2021-11-13,2021,11,13,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.017176,0.027,9,25,0.558333,1.1,2,13.0,0.814286,1.6,2,,9.970833,21.5,0,20,39.991389,-75.080833
5,2021-11-13,2021,11,13,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.017176,0.027,9,25,0.558333,1.1,2,13.0,0.834783,2.0,0,3.0,9.970833,21.5,0,20,39.991389,-75.080833
6,2021-11-13,2021,11,13,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.017176,0.027,9,25,0.434783,1.0,0,7.388888888888889,0.814286,1.6,2,,9.970833,21.5,0,20,39.991389,-75.080833
7,2021-11-13,2021,11,13,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.017176,0.027,9,25,0.434783,1.0,0,7.388888888888889,0.834783,2.0,0,3.0,9.970833,21.5,0,20,39.991389,-75.080833
8,2021-11-01,2021,11,1,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.015882,0.028,9,26,0.282609,0.5,21,7.388888888888889,0.642857,1.2,2,,12.208333,25.8,21,24,39.991389,-75.080833
9,2021-11-01,2021,11,1,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.015882,0.028,9,26,0.282609,0.5,21,7.388888888888889,0.656522,1.9,2,1.0,12.208333,25.8,21,24,39.991389,-75.080833
10,2021-11-01,2021,11,1,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.015882,0.028,9,26,0.295833,0.4,0,5.0,0.642857,1.2,2,,12.208333,25.8,21,24,39.991389,-75.080833
11,2021-11-01,2021,11,1,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.015882,0.028,9,26,0.295833,0.4,0,5.0,0.656522,1.9,2,1.0,12.208333,25.8,21,24,39.991389,-75.080833
12,2021-11-02,2021,11,2,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.014941,0.023,10,21,0.304348,0.5,6,7.388888888888889,0.657143,1.1,8,,15.408333,25.2,5,24,39.991389,-75.080833
13,2021-11-02,2021,11,2,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.014941,0.023,10,21,0.304348,0.5,6,7.388888888888889,0.673913,1.7,7,1.0,15.408333,25.2,5,24,39.991389,-75.080833
14,2021-11-02,2021,11,2,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.014941,0.023,10,21,0.345833,0.4,0,5.0,0.657143,1.1,8,,15.408333,25.2,5,24,39.991389,-75.080833
15,2021-11-02,2021,11,2,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.014941,0.023,10,21,0.345833,0.4,0,5.0,0.673913,1.7,7,1.0,15.408333,25.2,5,24,39.991389,-75.080833
16,2021-11-03,2021,11,3,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.011235,0.024,9,22,0.340909,0.6,21,7.388888888888889,0.6,0.9,8,,15.733333,24.6,20,23,39.991389,-75.080833
17,2021-11-03,2021,11,3,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.011235,0.024,9,22,0.340909,0.6,21,7.388888888888889,0.64,1.2,6,1.0,15.733333,24.6,20,23,39.991389,-75.080833
18,2021-11-03,2021,11,3,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.011235,0.024,9,22,0.316667,0.4,6,5.0,0.6,0.9,8,,15.733333,24.6,20,23,39.991389,-75.080833
19,2021-11-03,2021,11,3,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.011235,0.024,9,22,0.316667,0.4,6,5.0,0.64,1.2,6,1.0,15.733333,24.6,20,23,39.991389,-75.080833
20,2021-11-04,2021,11,4,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.010059,0.02,9,19,0.343478,0.6,6,7.388888888888889,0.785714,1.6,8,,17.75,25.2,18,24,39.991389,-75.080833
21,2021-11-04,2021,11,4,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.010059,0.02,9,19,0.343478,0.6,6,7.388888888888889,0.786957,1.8,6,1.0,17.75,25.2,18,24,39.991389,-75.080833
22,2021-11-04,2021,11,4,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.010059,0.02,9,19,0.341667,0.4,0,5.0,0.785714,1.6,8,,17.75,25.2,18,24,39.991389,-75.080833
23,2021-11-04,2021,11,4,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.010059,0.02,9,19,0.341667,0.4,0,5.0,0.786957,1.8,6,1.0,17.75,25.2,18,24,39.991389,-75.080833
24,2021-11-05,2021,11,5,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.010824,0.026,9,24,0.469565,1.5,22,7.388888888888889,0.785714,2.1,23,,18.881818,31.4,18,29,39.991389,-75.080833
25,2021-11-05,2021,11,5,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.010824,0.026,9,24,0.469565,1.5,22,7.388888888888889,0.852174,2.5,22,3.0,18.881818,31.4,18,29,39.991389,-75.080833
26,2021-11-05,2021,11,5,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.010824,0.026,9,24,0.3875,0.9,23,10.0,0.785714,2.1,23,,18.881818,31.4,18,29,39.991389,-75.080833
27,2021-11-05,2021,11,5,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.010824,0.026,9,24,0.3875,0.9,23,10.0,0.852174,2.5,22,3.0,18.881818,31.4,18,29,39.991389,-75.080833
28,2021-11-07,2021,11,7,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.016412,0.03,9,28,0.430435,0.8,0,7.388888888888889,0.671429,1.1,23,,18.879167,30.0,22,28,39.991389,-75.080833
29,2021-11-07,2021,11,7,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.016412,0.03,9,28,0.430435,0.8,0,7.388888888888889,0.769565,1.5,19,1.0,18.879167,30.0,22,28,39.991389,-75.080833
30,2021-11-07,2021,11,7,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.016412,0.03,9,28,0.466667,0.7,0,8.0,0.671429,1.1,23,,18.879167,30.0,22,28,39.991389,-75.080833
31,2021-11-07,2021,11,7,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.016412,0.03,9,28,0.466667,0.7,0,8.0,0.769565,1.5,19,1.0,18.879167,30.0,22,28,39.991389,-75.080833
32,2021-11-08,2021,11,8,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.012824,0.034,9,31,0.530435,1.1,22,7.388888888888889,1.042857,1.8,8,,20.9,39.4,17,37,39.991389,-75.080833
33,2021-11-08,2021,11,8,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.012824,0.034,9,31,0.530435,1.1,22,7.388888888888889,1.078261,2.1,7,3.0,20.9,39.4,17,37,39.991389,-75.080833
34,2021-11-08,2021,11,8,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.012824,0.034,9,31,0.491667,0.9,23,10.0,1.042857,1.8,8,,20.9,39.4,17,37,39.991389,-75.080833
35,2021-11-08,2021,11,8,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.012824,0.034,9,31,0.491667,0.9,23,10.0,1.078261,2.1,7,3.0,20.9,39.4,17,37,39.991389,-75.080833
36,2021-11-09,2021,11,9,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.016882,0.036,9,33,0.686957,1.0,7,7.388888888888889,1.814286,2.7,8,,24.366667,41.3,21,39,39.991389,-75.080833
37,2021-11-09,2021,11,9,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.016882,0.036,9,33,0.686957,1.0,7,7.388888888888889,1.852174,3.0,7,4.0,24.366667,41.3,21,39,39.991389,-75.080833
38,2021-11-09,2021,11,9,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.016882,0.036,9,33,0.7,0.9,0,10.0,1.814286,2.7,8,,24.366667,41.3,21,39,39.991389,-75.080833
39,2021-11-09,2021,11,9,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.016882,0.036,9,33,0.7,0.9,0,10.0,1.852174,3.0,7,4.0,24.366667,41.3,21,39,39.991389,-75.080833
40,2021-11-10,2021,11,10,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.012353,0.032,9,30,0.513636,0.9,21,7.388888888888889,0.82,1.1,11,,24.395833,35.2,3,33,39.991389,-75.080833
41,2021-11-10,2021,11,10,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.012353,0.032,9,30,0.513636,0.9,21,7.388888888888889,0.99,2.2,8,3.0,24.395833,35.2,3,33,39.991389,-75.080833
42,2021-11-10,2021,11,10,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.012353,0.032,9,30,0.525,0.8,0,9.0,0.82,1.1,11,,24.395833,35.2,3,33,39.991389,-75.080833
43,2021-11-10,2021,11,10,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.012353,0.032,9,30,0.525,0.8,0,9.0,0.99,2.2,8,3.0,24.395833,35.2,3,33,39.991389,-75.080833
44,2021-11-11,2021,11,11,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.028,0.034,23,31,0.382609,0.6,0,7.388888888888889,0.857143,1.8,8,,14.925,28.5,6,26,39.991389,-75.080833
45,2021-11-11,2021,11,11,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.028,0.034,23,31,0.382609,0.6,0,7.388888888888889,0.847826,2.0,7,3.0,14.925,28.5,6,26,39.991389,-75.080833
46,2021-11-11,2021,11,11,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.028,0.034,23,31,0.454167,0.7,0,8.0,0.857143,1.8,8,,14.925,28.5,6,26,39.991389,-75.080833
47,2021-11-11,2021,11,11,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.028,0.034,23,31,0.454167,0.7,0,8.0,0.847826,2.0,7,3.0,14.925,28.5,6,26,39.991389,-75.080833
48,2021-11-12,2021,11,12,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.012294,0.03,7,28,0.426087,1.7,22,7.388888888888889,0.757143,2.2,23,,11.372727,28.0,21,26,39.991389,-75.080833
49,2021-11-12,2021,11,12,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.012294,0.03,7,28,0.426087,1.7,22,7.388888888888889,0.786957,2.6,22,3.0,11.372727,28.0,21,26,39.991389,-75.080833
50,2021-11-12,2021,11,12,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.012294,0.03,7,28,0.320833,0.9,23,10.0,0.757143,2.2,23,,11.372727,28.0,21,26,39.991389,-75.080833
51,2021-11-12,2021,11,12,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.012294,0.03,7,28,0.320833,0.9,23,10.0,0.786957,2.6,22,3.0,11.372727,28.0,21,26,39.991389,-75.080833
52,2021-11-14,2021,11,14,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.015765,0.02,11,19,0.273913,0.3,0,7.388888888888889,0.671429,0.8,8,,6.579167,10.5,7,9,39.991389,-75.080833
53,2021-11-14,2021,11,14,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.015765,0.02,11,19,0.273913,0.3,0,7.388888888888889,0.730435,0.9,8,0.0,6.579167,10.5,7,9,39.991389,-75.080833
54,2021-11-14,2021,11,14,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.015765,0.02,11,19,0.275,0.3,0,3.0,0.671429,0.8,8,,6.579167,10.5,7,9,39.991389,-75.080833
55,2021-11-14,2021,11,14,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.015765,0.02,11,19,0.275,0.3,0,3.0,0.730435,0.9,8,0.0,6.579167,10.5,7,9,39.991389,-75.080833
56,2021-11-15,2021,11,15,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.019133,0.023,16,21,0.3,0.4,4,7.388888888888889,0.814286,0.9,5,,9.229167,18.3,4,17,39.991389,-75.080833
57,2021-11-15,2021,11,15,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.019133,0.023,16,21,0.3,0.4,4,7.388888888888889,0.821739,1.0,4,1.0,9.229167,18.3,4,17,39.991389,-75.080833
58,2021-11-15,2021,11,15,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.019133,0.023,16,21,0.3,0.3,0,3.0,0.814286,0.9,5,,9.229167,18.3,4,17,39.991389,-75.080833
59,2021-11-15,2021,11,15,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.019133,0.023,16,21,0.3,0.3,0,3.0,0.821739,1.0,4,1.0,9.229167,18.3,4,17,39.991389,-75.080833
60,2021-11-16,2021,11,16,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.0088,0.026,9,24,0.407143,0.8,22,7.388888888888889,1.65,3.9,23,,15.923529,31.0,19,29,39.991389,-75.080833
61,2021-11-16,2021,11,16,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.0088,0.026,9,24,0.407143,0.8,22,7.388888888888889,1.51875,5.5,21,7.0,15.923529,31.0,19,29,39.991389,-75.080833
62,2021-11-16,2021,11,16,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.0088,0.026,9,24,0.35,0.6,23,7.0,1.65,3.9,23,,15.923529,31.0,19,29,39.991389,-75.080833
63,2021-11-16,2021,11,16,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.0088,0.026,9,24,0.35,0.6,23,7.0,1.51875,5.5,21,7.0,15.923529,31.0,19,29,39.991389,-75.080833
64,2021-11-17,2021,11,17,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.016882,0.029,10,27,0.477273,1.0,5,7.388888888888889,1.82,2.9,2,,18.441667,26.9,19,25,39.991389,-75.080833
65,2021-11-17,2021,11,17,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.016882,0.029,10,27,0.477273,1.0,5,7.388888888888889,1.965,3.3,0,4.0,18.441667,26.9,19,25,39.991389,-75.080833
66,2021-11-17,2021,11,17,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.016882,0.029,10,27,0.520833,0.8,4,9.0,1.82,2.9,2,,18.441667,26.9,19,25,39.991389,-75.080833
67,2021-11-17,2021,11,17,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.016882,0.029,10,27,0.520833,0.8,4,9.0,1.965,3.3,0,4.0,18.441667,26.9,19,25,39.991389,-75.080833
68,2021-11-18,2021,11,18,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.031059,0.038,9,35,0.291304,0.6,7,7.388888888888889,1.942857,2.7,8,,13.657143,30.6,7,28,39.991389,-75.080833
69,2021-11-18,2021,11,18,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.031059,0.038,9,35,0.291304,0.6,7,7.388888888888889,1.96087,2.9,7,3.0,13.657143,30.6,7,28,39.991389,-75.080833
70,2021-11-18,2021,11,18,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.031059,0.038,9,35,0.325,0.4,0,5.0,1.942857,2.7,8,,13.657143,30.6,7,28,39.991389,-75.080833
71,2021-11-18,2021,11,18,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.031059,0.038,9,35,0.325,0.4,0,5.0,1.96087,2.9,7,3.0,13.657143,30.6,7,28,39.991389,-75.080833
72,2021-11-19,2021,11,19,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.014588,0.022,7,20,0.217391,0.3,20,7.388888888888889,1.028571,1.1,2,,7.8625,13.1,22,12,39.991389,-75.080833
73,2021-11-19,2021,11,19,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.014588,0.022,7,20,0.217391,0.3,20,7.388888888888889,1.047826,1.2,0,1.0,7.8625,13.1,22,12,39.991389,-75.080833
74,2021-11-19,2021,11,19,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.014588,0.022,7,20,0.204167,0.3,23,3.0,1.028571,1.1,2,,7.8625,13.1,22,12,39.991389,-75.080833
75,2021-11-19,2021,11,19,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.014588,0.022,7,20,0.204167,0.3,23,3.0,1.047826,1.2,0,1.0,7.8625,13.1,22,12,39.991389,-75.080833
76,2021-11-20,2021,11,20,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.014471,0.025,9,23,0.304348,0.5,7,7.388888888888889,1.157143,1.4,8,,12.833333,20.8,23,19,39.991389,-75.080833
77,2021-11-20,2021,11,20,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.014471,0.025,9,23,0.304348,0.5,7,7.388888888888889,1.16087,1.6,8,1.0,12.833333,20.8,23,19,39.991389,-75.080833
78,2021-11-20,2021,11,20,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.014471,0.025,9,23,0.2875,0.4,7,5.0,1.157143,1.4,8,,12.833333,20.8,23,19,39.991389,-75.080833
79,2021-11-20,2021,11,20,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.014471,0.025,9,23,0.2875,0.4,7,5.0,1.16087,1.6,8,1.0,12.833333,20.8,23,19,39.991389,-75.080833
80,2021-11-21,2021,11,21,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.017941,0.021,19,19,0.378261,0.6,1,7.388888888888889,1.442857,1.6,5,,14.058333,22.8,1,21,39.991389,-75.080833
81,2021-11-21,2021,11,21,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.017941,0.021,19,19,0.378261,0.6,1,7.388888888888889,1.465217,1.7,4,1.0,14.058333,22.8,1,21,39.991389,-75.080833
82,2021-11-21,2021,11,21,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.017941,0.021,19,19,0.395833,0.5,2,6.0,1.442857,1.6,5,,14.058333,22.8,1,21,39.991389,-75.080833
83,2021-11-21,2021,11,21,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.017941,0.021,19,19,0.395833,0.5,2,6.0,1.465217,1.7,4,1.0,14.058333,22.8,1,21,39.991389,-75.080833
84,2021-11-22,2021,11,22,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.019059,0.023,16,21,0.282609,0.4,7,7.388888888888889,1.271429,1.4,11,,10.983333,19.9,7,18,39.991389,-75.080833
85,2021-11-22,2021,11,22,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.019059,0.023,16,21,0.282609,0.4,7,7.388888888888889,1.291304,1.5,9,1.0,10.983333,19.9,7,18,39.991389,-75.080833
86,2021-11-22,2021,11,22,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.019059,0.023,16,21,0.291667,0.4,11,5.0,1.271429,1.4,11,,10.983333,19.9,7,18,39.991389,-75.080833
87,2021-11-22,2021,11,22,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.019059,0.023,16,21,0.291667,0.4,11,5.0,1.291304,1.5,9,1.0,10.983333,19.9,7,18,39.991389,-75.080833
88,2021-11-23,2021,11,23,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.016588,0.026,9,24,0.256522,0.4,7,7.388888888888889,1.1,1.4,8,,12.054167,25.9,23,24,39.991389,-75.080833
89,2021-11-23,2021,11,23,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.016588,0.026,9,24,0.256522,0.4,7,7.388888888888889,1.134783,1.6,7,1.0,12.054167,25.9,23,24,39.991389,-75.080833
90,2021-11-23,2021,11,23,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.016588,0.026,9,24,0.241667,0.3,7,3.0,1.1,1.4,8,,12.054167,25.9,23,24,39.991389,-75.080833
91,2021-11-23,2021,11,23,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.016588,0.026,9,24,0.241667,0.3,7,3.0,1.134783,1.6,7,1.0,12.054167,25.9,23,24,39.991389,-75.080833
92,2021-11-24,2021,11,24,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.012647,0.024,9,22,0.386364,0.6,23,7.388888888888889,1.26,1.4,23,,19.170833,27.0,6,25,39.991389,-75.080833
93,2021-11-24,2021,11,24,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.012647,0.024,9,22,0.386364,0.6,23,7.388888888888889,1.42,2.3,3,3.0,19.170833,27.0,6,25,39.991389,-75.080833
94,2021-11-24,2021,11,24,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.012647,0.024,9,22,0.379167,0.5,23,6.0,1.26,1.4,23,,19.170833,27.0,6,25,39.991389,-75.080833
95,2021-11-24,2021,11,24,"3000 LEWIS ST. (NEAR BATH ST.) Philadelphia, PA. 19137",Pennsylvania,Philadelphia,Philadelphia,0.012647,0.024,9,22,0.379167,0.5,23,6.0,1.42,2.3,3,3.0,19.170833,27.0,6,25,39.991389,-75.080833
